movie_id,keywords
27826,"coming out,london, england,toronto, canada,hallucination,man pretending to be straight,conservative,domineering mother,united kingdom,gay muslim,mother son relationship,gay theme"
27829,"interview,car salesman,customer,sale"
27830,sports
27831,"london, england,based on novel or book,drug smuggling,hitman,kidnapping,gangster,drug trafficking,ecstasy,cocaine,drug mule,mission of murder,murder,cafe,biting,rooftop,hostile,neo-noir,complex,crack head,bold,brisk"
27834,"island,brother,return,abusive father,speedo"
27837,"robbery,based on novel or book,sandstorm,pilot,gobi desert,mongolia,survival,disaster,airplane crash,struggle for survival,desert,based on movie,oil rig ,desert storm,smugglers,cargo plane,crash survivor"
27838,"suicide,lake,alcohol,birthday,brother,oregon, usa,bully,love,friends,prank,drugs,naked,invite,dare"
27839,"based on novel or book,nightmare,nun,son,bath tub,sequel,remake,vision,mental institution,woman reporter,videotape,evil child"
27846,"canada,capitalism,politics,political activism,interview,marketing,business,economics,advertising,democracy,woman director,social issues,usa politics"
27850,"globalization,political activism,third world,market economy,anti-globalisation activist,hamburger,conference,interview,speaker,world trade organisation,global economy,recycling,speech,woman director"
27865,"martial arts,assassin,assassination,swordplay,mass murder,katana,mission of murder,ninja fighter,based on manga,shinobi no mono"
27866,"sibling relationship,soulmates,funeral,loss of loved one,suppressed past,village life,home,return,province,ex-girlfriend,new zealand,country life,family history,lodge,war photographer,teacher,crush"
27869,"brotherhood,korean war (1950-53),archaeologist,air raid,pyre,brother brother relationship,korean army,south korea,inter-korean relations,한국전쟁"
27873,"rock star,heavy metal,recording studio,psychologist,conflict"
27878,"prostitute,human trafficking,red-light district,young prostitute,biting,calcutta,illegal prostitution,woman director,child prostitution,apathetic,callous,cruel,hopeful"
27879,"career,rock 'n' roll,heroin,bus,junkie,musical,romantic rivalry,flush,fighting,drugs,woman director,touring"
27882,"sea,surfing,surfer,surfboard,california,beach,ocean,wave,hawaii,sun,lifestyle,extreme sports,sports documentary"
27899,"new age,alternate dimension,docudrama,parallel world,pseudoscience,theology,consciousness,quantum mysticism,woman director"
27904,"future,california,dreams,schizophrenia,based on novel or book,undercover,detective,dystopia,cocaine,exam,assignment,cyberpunk,drugs,surveillance,totalitarian,corporation,substance,condition,neo-noir,dubious"
27905,"future,man vs machine,dystopia,mutant,post-apocalyptic future,distant future,casshan"
27912,"media,journalism,bias,media manipulation,expose"
30707,"dying and death,transporter,strong woman,stroke of fate,advancement,sports,fight,suicide attempt,boxer,training,tragedy,female protagonist,brutality,boxing trainer,unlikely friendship,female boxing,knockout,euthanasia,determination,boxing"
30745,"nightmare,gangster,yakuza,mission of murder,disappearance,anarchic comedy,gokudo"
30749,"rwanda,refugee,refugee camp,militia,rwandan genocide,murder,slaughter,dead body,atrocity,african,cruelty,genocide,united nations,death,angry,aggressive,desperate,malicious,cautionary,factual,antagonistic,authoritarian,callous,commanding,foreboding,ominous"
30793,"factory worker,london, england,based on novel or book,chocolate,candy,overweight child,parent child relationship,grandparent grandchild relationship,teacher,candy bar"
30803,"prison,jealousy,husband wife relationship,love of one's life,love triangle,mannequin,burglar,violent husband,golf"
30810,"parent child relationship,red cap,dysfunctional family,rivalry,pirate,magic realism,estranged father,oceanography,scientific expedition,father son relationship,diorama,research turtles,acoustic guitar,playful,absurd,brazilian character"
30812,"ladykiller,pilot,biography,womanizer,phobia,aviation,u.s. congress,flying boat,test flight"
30816,"mask,dancing,paris, france,based on novel or book,love triangle,obsession,musical,based on play or musical,remake,tragic villain,rooftop,disfigured face,opera singer,1910s,phantom of the opera"
30818,"musical,perfectionist,rowboat,courtship"
30820,"pedophilia,work,ex-detainee,girlfriend,police officer,threat,parole officer,woman director,emotions"
30822,"daughter,midlife crisis,bad boss,romantic comedy"
30825,"florida,central intelligence agency (cia),nurse,parent child relationship,anti-authoritarian upbringing,parents-in-law,orderly,just married,sex therapy,bad father-in-law,family,illegitimate son,meddling father"
30846,"vietnam war,depression,robbery,husband wife relationship,usa president,corruption,the white house,sibling relationship,airport,cheating,disillusion,hostage,despair,audio tape,attempted murder,watergate scandal,mental breakdown,revenge,humiliation"
30848,"friendship,alcohol,new orleans, louisiana,house,little girl,woman director"
30850,"venice, italy,jewish ghetto,suitor,racism,loan,merchant,moneylender,16th century"
30883,"high school,friendship,based on cartoon,obesity,teenage girl"
30892,woman director
30894,"obsession,supernatural,wheelchair,paranormal phenomena,lifting person in air,inspector,loss,time,remote control,death,waterfront,audio cassette,logbook,electronic voice phenomena,near miss,bedridden"
30898,"friendship,michigan,funeral,lie,college,flashback,grief,marijuana,neighbor,anger,alcoholic,drunk,dysfunctional"
31000,"professor,history teacher,revolutionary war,film director"
31030,"immigrant,based on novel or book,based on play or musical,love,poverty,told in flashback,immigrant family,1910s,mother and daughter,san francisco"
31038,"coming of age,teenage girl,summer,sexual awakening,woman director,female sexuality,loss of innocence"
31049,"infidelity,love triangle,dark comedy,hunting trip,private investigator,frozen body"
31086,"yakuza,hiroshima, japan,betrayal,hiroshima,jitsuroku,post-war japan"
31101,"bank,1970s,bank robber,south africa,protest,johannesburg south africa,ex-cop,woman director"
31114,"suicide,suicide mission,family,family problems,gay theme"
31116,"hero,world war i,patriotism,firearm,infantry,us army,conversion,conscientious objector,one man army,hillbilly,war hero,war propaganda"
31123,"prison,jealousy,escape,henchman,jockey,mob boss"
31150,"assassin,nazi,elves,magic,technology,mutant,world war ii,fairy,post-apocalyptic future,surrealism,twin brother,sword fight,rotoscoping,brainwashing,robot,adult animation,dreary,lighthearted,whimsical,ghoulish,vibrant"
31162,"husband wife relationship,movie business,biography,family relationships,co-workers relationship,portrait of an artist,mother son relationship"
31184,"future,metropolis,man vs machine,cyborg,post-apocalyptic future,mecha,cyberpunk,terrorism,based on manga,police officer,adult animation,anime"
31221,"martial arts,superhero,based on comic,vigilante,female assassin,spin off,women fight,one woman army,supernatural power,vigilante justice"
31223,"underdog,farm,horse race,love of animals,horse,identity crisis,zebra,anthropomorphism"
31225,"high school,scholarship,sports,black people,violence in schools,authoritarian education,basketball,teacher,teachers and students,inspirational"
31260,"priest,juvenile delinquent,lincoln nebraska,boys' boarding school,nebraska,reform,accident,boys town"
31297,"musical,tap dancing,stage show,romance,fantasy sequence,gold digger,stenographer,chaperone,millionaire's daughter,stingy,mother daughter relationship"
31309,"work,prostitute,sibling relationship,parent child relationship,widow,milan,boxer,love,murder,working class,illegal prostitution,matriarch"
31364,"assassin,rape,corruption,police,detective,investigation,grave,victim,based on true story,based on play or musical,murder,serial killer,torture,brutality,killer,neo-noir,south korea"
31367,"hero,mexico,escape,police,chase,gun,kidnapping,hostage,shotgun,daydream,gunfight,crash,explosion,convict,pursuit,standoff"
31410,"dying and death,based on novel or book,nazi,clerk,dictator,poison,despair,traitor,world war ii,bunker,destroy,testament,capitulation,soviet military,race politics,national socialism,ideology,minister,national socialist party,historical figure,german shepherd,1940s,adolf hitler"
31420,"dying and death,drug abuse,prison cell,junkie,mexican standoff,snowstorm,transport of prisoners,molotow cocktail,new year's day,deception,remake,survival,undercover cop,shootout,police corruption,brutality,power outage,detroit, michigan,silencer,urban setting,machine gun,night vision goggles,exploding bus"
31422,"macho,car journey,road trip,pretty woman,trouble"
31424,"island,monster,darkness,professor,detective,museum,paranormal phenomena,alien life-form,paranormal,artifact,zombie,paranormal investigation,gothic,based on video game,occult,supernatural power,good versus evil"
31427,"loss of loved one,house,imaginary friend"
31431,"nightmare,hallucination,childhood trauma,break-up,hometown,psychotherapy,nightmare becomes reality"
31433,"london, england,countryside,based on novel or book,england,bridesmaid,ex fiancé,romantic comedy,stepfather,romance,betrayal,wedding,escort,fake boyfriend,woman director,intimacy,half sister,blended family,bachelorette party,secret,sister's wedding,stepfather stepdaughter relationship,wedding weekend"
31437,"japan,sibling relationship,season,loss of loved one,family relationships,tokyo, japan,mother child separation,grim,kids on their own,depressing,admiring,powerful"
31445,"bank,bad luck,engagement,revenge,best friend"
31522,"strong woman,black market,empowerment,world war ii,marriage,penitentiary,economic miracle,1940s,new german cinema"
31545,"prison,escape,urination,warden,manhole,toothbrush,tunnel,hourglass,neo-noir"
31553,"martial arts,street gang,mutant,post-apocalyptic future,earthquake,talisman,vigilante,arcade,gang,los angeles, california,based on video game,ruins"
31590,"gold,paris, france,ransom,gangster,retirement,rivalry,partner,money,film noir,french noir,1950s"
31610,"shanghai, china,resistance,world war ii,1940s,japanese occupation of china"
31617,"epic,spain,devoutness,historical figure,honor,11th century"
31658,"witch,flying,rain,castle,scarecrow,body exchange,hatter,bakery,curse,steampunk,demon,anime,based on young adult novel,fantasy,adventure"
31660,"england,inventor,ball,industrial revolution,kugel,energy,steampunk,adult animation,19th century,anime,steam"
31664,"martial arts,showdown,redemption,parkour,combat,illegal fistfight,streetfighting,action hero,gay theme,homosexual"
31685,"romantic comedy,speed date,dating,romantic"
31694,"musical,modern day adaptation,pride & prejudice,woman director,british asian"
31696,"self sacrifice,angel,christianity,confession,superhero,supernatural,exorcism,archangel gabriel,holy water,redemption,based on comic,lucifer,demon,occult,macabre,aftercreditsstinger,mysticism,supernatural power,good versus evil"
31698,"mask,baby,superhero,transformation,villain,surrealism,vikings (norsemen),based on comic,slapstick comedy,dog,urban setting,wisecrack humor,super villain,norse mythology,supernatural power"
31700,"dog,pets,father daughter relationship"
31702,"suicide,rape,muslim,refugee,village,landmine,tank,bicycle,iraq,dead child,soldier,kurdistan,children in wartime"
31737,"based on novel or book,baby-snatching,swing,psychological thriller,missing child,pre-school"
31804,"witch,airplane,fight,subway,guard,moscow, russia"
31851,"husband wife relationship,deceived wife,deception,pre-code,next door neighbor,domineering wife,convention,subterfuge,best friends,farcical,ridiculous"
31867,"martial arts,showdown,fistfight,neo-western,bar fight,father daughter relationship"
31878,"martial arts,china,magic,gangster,mafia,defense,policeman,wuxia,1940s,anarchic comedy,pretending to be gay,canton"
31921,"based on novel or book,kidnapping,drug addiction,cocaine,sigmund freud,orient express,hijacking of train,baron,vienna, austria,hypnotism,19th century,sherlock holmes"
31923,"france,paris, france,based on novel or book,swordplay,fight,satire,dressmaker,louis xiii,sword fight,swordsman,musketeer,extramarital affair,swashbuckler,diamond theft,sword duel,diamond necklace,cardinal,17th century,queen jewels,queen anne,1620s,swordsplay,swordsman/swordswoman supporting character"
